STATEFP,COUNTYFP,COUNTYNAME,year,heat_days
13,13001,Appling,1979,28
13,13001,Appling,1980,74
13,13001,Appling,1981,74
13,13001,Appling,1982,17
13,13001,Appling,1983,42
13,13001,Appling,1984,29
13,13001,Appling,1985,40
13,13001,Appling,1986,70
13,13001,Appling,1987,49
13,13001,Appling,1988,48
13,13001,Appling,1989,35
13,13001,Appling,1990,90
13,13001,Appling,1991,29
13,13001,Appling,1992,18
13,13001,Appling,1993,75
13,13001,Appling,1994,17
13,13001,Appling,1995,48
13,13001,Appling,1996,50
13,13001,Appling,1997,39
13,13001,Appling,1998,82
13,13001,Appling,1999,58
13,13001,Appling,2000,67
13,13001,Appling,2001,29
13,13001,Appling,2002,54
13,13001,Appling,2003,17
13,13001,Appling,2004,57
13,13001,Appling,2005,47
13,13001,Appling,2006,80
13,13001,Appling,2007,73
13,13001,Appling,2008,66
13,13001,Appling,2009,109
13,13001,Appling,2010,106
13,13001,Appling,2011,118
13,13001,Appling,2012,66
13,13001,Appling,2013,31
13,13001,Appling,2014,98
13,13001,Appling,2015,78
13,13001,Appling,2016,87
13,13001,Appling,2017,61
13,13001,Appling,2018,70
13,13001,Appling,2019,106
13,13001,Appling,2020,75
13,13001,Appling,2021,54
13,13003,Atkinson,1979,26
13,13003,Atkinson,1980,72
13,13003,Atkinson,1981,76
13,13003,Atkinson,1982,17
13,13003,Atkinson,1983,30
13,13003,Atkinson,1984,20
13,13003,Atkinson,1985,39
13,13003,Atkinson,1986,57
13,13003,Atkinson,1987,43
13,13003,Atkinson,1988,44
13,13003,Atkinson,1989,32
13,13003,Atkinson,1990,93
13,13003,Atkinson,1991,19
13,13003,Atkinson,1992,18
13,13003,Atkinson,1993,69
13,13003,Atkinson,1994,6
13,13003,Atkinson,1995,49
13,13003,Atkinson,1996,47
13,13003,Atkinson,1997,37
13,13003,Atkinson,1998,80
13,13003,Atkinson,1999,55
13,13003,Atkinson,2000,66
13,13003,Atkinson,2001,22
13,13003,Atkinson,2002,55
13,13003,Atkinson,2003,14
13,13003,Atkinson,2004,60
13,13003,Atkinson,2005,40
13,13003,Atkinson,2006,84
13,13003,Atkinson,2007,82
13,13003,Atkinson,2008,65
13,13003,Atkinson,2009,113
13,13003,Atkinson,2010,107
13,13003,Atkinson,2011,118
13,13003,Atkinson,2012,63
13,13003,Atkinson,2013,34
13,13003,Atkinson,2014,101
13,13003,Atkinson,2015,76
13,13003,Atkinson,2016,83
13,13003,Atkinson,2017,56
13,13003,Atkinson,2018,59
13,13003,Atkinson,2019,101
13,13003,Atkinson,2020,68
13,13003,Atkinson,2021,48
13,13005,Bacon,1979,27
13,13005,Bacon,1980,71
13,13005,Bacon,1981,77
13,13005,Bacon,1982,18
13,13005,Bacon,1983,37
13,13005,Bacon,1984,28
13,13005,Bacon,1985,41
13,13005,Bacon,1986,65
13,13005,Bacon,1987,52
13,13005,Bacon,1988,48
13,13005,Bacon,1989,37
13,13005,Bacon,1990,96
13,13005,Bacon,1991,28
13,13005,Bacon,1992,20
13,13005,Bacon,1993,69
13,13005,Bacon,1994,16
13,13005,Bacon,1995,51
13,13005,Bacon,1996,51
13,13005,Bacon,1997,39
13,13005,Bacon,1998,80
13,13005,Bacon,1999,59
13,13005,Bacon,2000,68
13,13005,Bacon,2001,30
13,13005,Bacon,2002,53
13,13005,Bacon,2003,17
13,13005,Bacon,2004,57
13,13005,Bacon,2005,46
13,13005,Bacon,2006,81
13,13005,Bacon,2007,79
13,13005,Bacon,2008,65
13,13005,Bacon,2009,110
13,13005,Bacon,2010,114
13,13005,Bacon,2011,118
13,13005,Bacon,2012,66
13,13005,Bacon,2013,35
13,13005,Bacon,2014,100
13,13005,Bacon,2015,80
13,13005,Bacon,2016,87
13,13005,Bacon,2017,62
13,13005,Bacon,2018,69
13,13005,Bacon,2019,106
13,13005,Bacon,2020,71
13,13005,Bacon,2021,55
13,13007,Baker,1979,25
13,13007,Baker,1980,65
13,13007,Baker,1981,65
13,13007,Baker,1982,15
13,13007,Baker,1983,27
13,13007,Baker,1984,19
13,13007,Baker,1985,30
13,13007,Baker,1986,76
13,13007,Baker,1987,32
13,13007,Baker,1988,38
13,13007,Baker,1989,19
13,13007,Baker,1990,77
13,13007,Baker,1991,16
13,13007,Baker,1992,17
13,13007,Baker,1993,63
13,13007,Baker,1994,3
13,13007,Baker,1995,49
13,13007,Baker,1996,38
13,13007,Baker,1997,31
13,13007,Baker,1998,81
13,13007,Baker,1999,60
13,13007,Baker,2000,91
13,13007,Baker,2001,19
13,13007,Baker,2002,57
13,13007,Baker,2003,7
13,13007,Baker,2004,50
13,13007,Baker,2005,38
13,13007,Baker,2006,84
13,13007,Baker,2007,99
13,13007,Baker,2008,61
13,13007,Baker,2009,111
13,13007,Baker,2010,100
13,13007,Baker,2011,122
13,13007,Baker,2012,87
13,13007,Baker,2013,38
13,13007,Baker,2014,102
13,13007,Baker,2015,76
13,13007,Baker,2016,90
13,13007,Baker,2017,45
13,13007,Baker,2018,60
13,13007,Baker,2019,104
13,13007,Baker,2020,79
13,13007,Baker,2021,48
13,13009,Baldwin,1979,30
13,13009,Baldwin,1980,79
13,13009,Baldwin,1981,66
13,13009,Baldwin,1982,17
13,13009,Baldwin,1983,39
13,13009,Baldwin,1984,16
13,13009,Baldwin,1985,48
13,13009,Baldwin,1986,76
13,13009,Baldwin,1987,40
13,13009,Baldwin,1988,57
13,13009,Baldwin,1989,24
13,13009,Baldwin,1990,61
13,13009,Baldwin,1991,24
13,13009,Baldwin,1992,18
13,13009,Baldwin,1993,62
13,13009,Baldwin,1994,6
13,13009,Baldwin,1995,41
13,13009,Baldwin,1996,22
13,13009,Baldwin,1997,32
13,13009,Baldwin,1998,55
13,13009,Baldwin,1999,61
13,13009,Baldwin,2000,82
13,13009,Baldwin,2001,21
13,13009,Baldwin,2002,67
13,13009,Baldwin,2003,4
13,13009,Baldwin,2004,47
13,13009,Baldwin,2005,37
13,13009,Baldwin,2006,80
13,13009,Baldwin,2007,80
13,13009,Baldwin,2008,73
13,13009,Baldwin,2009,104
13,13009,Baldwin,2010,98
13,13009,Baldwin,2011,114
13,13009,Baldwin,2012,89
13,13009,Baldwin,2013,28
13,13009,Baldwin,2014,102
13,13009,Baldwin,2015,71
13,13009,Baldwin,2016,95
13,13009,Baldwin,2017,63
13,13009,Baldwin,2018,98
13,13009,Baldwin,2019,115
13,13009,Baldwin,2020,70
13,13009,Baldwin,2021,68
13,13011,Banks,1979,8
13,13011,Banks,1980,31
13,13011,Banks,1981,35
13,13011,Banks,1982,4
13,13011,Banks,1983,23
13,13011,Banks,1984,3
13,13011,Banks,1985,13
13,13011,Banks,1986,54
13,13011,Banks,1987,21
13,13011,Banks,1988,34
13,13011,Banks,1989,5
13,13011,Banks,1990,21
13,13011,Banks,1991,9
13,13011,Banks,1992,8
13,13011,Banks,1993,33
13,13011,Banks,1994,1
13,13011,Banks,1995,24
13,13011,Banks,1996,12
13,13011,Banks,1997,7
13,13011,Banks,1998,25
13,13011,Banks,1999,36
13,13011,Banks,2000,37
13,13011,Banks,2001,9
13,13011,Banks,2002,40
13,13011,Banks,2003,0
13,13011,Banks,2004,12
13,13011,Banks,2005,13
13,13011,Banks,2006,36
13,13011,Banks,2007,68
13,13011,Banks,2008,42
13,13011,Banks,2009,79
13,13011,Banks,2010,59
13,13011,Banks,2011,88
13,13011,Banks,2012,52
13,13011,Banks,2013,9
13,13011,Banks,2014,43
13,13011,Banks,2015,49
13,13011,Banks,2016,64
13,13011,Banks,2017,18
13,13011,Banks,2018,22
13,13011,Banks,2019,52
13,13011,Banks,2020,33
13,13011,Banks,2021,22
13,13013,Barrow,1979,10
13,13013,Barrow,1980,32
13,13013,Barrow,1981,37
13,13013,Barrow,1982,2
13,13013,Barrow,1983,23
13,13013,Barrow,1984,3
13,13013,Barrow,1985,15
13,13013,Barrow,1986,54
13,13013,Barrow,1987,21
13,13013,Barrow,1988,40
13,13013,Barrow,1989,5
13,13013,Barrow,1990,23
13,13013,Barrow,1991,10
13,13013,Barrow,1992,7
13,13013,Barrow,1993,33
13,13013,Barrow,1994,0
13,13013,Barrow,1995,24
13,13013,Barrow,1996,10
13,13013,Barrow,1997,8
13,13013,Barrow,1998,29
13,13013,Barrow,1999,40
13,13013,Barrow,2000,41
13,13013,Barrow,2001,7
13,13013,Barrow,2002,41
13,13013,Barrow,2003,0
13,13013,Barrow,2004,12
13,13013,Barrow,2005,14
13,13013,Barrow,2006,38
13,13013,Barrow,2007,70
13,13013,Barrow,2008,44
13,13013,Barrow,2009,83
13,13013,Barrow,2010,62
13,13013,Barrow,2011,94
13,13013,Barrow,2012,62
13,13013,Barrow,2013,12
13,13013,Barrow,2014,59
13,13013,Barrow,2015,49
13,13013,Barrow,2016,66
13,13013,Barrow,2017,18
13,13013,Barrow,2018,32
13,13013,Barrow,2019,54
13,13013,Barrow,2020,36
13,13013,Barrow,2021,24
13,13015,Bartow,1979,9
13,13015,Bartow,1980,35
13,13015,Bartow,1981,24
13,13015,Bartow,1982,2
13,13015,Bartow,1983,17
13,13015,Bartow,1984,2
13,13015,Bartow,1985,9
13,13015,Bartow,1986,51
13,13015,Bartow,1987,23
13,13015,Bartow,1988,39
13,13015,Bartow,1989,2
13,13015,Bartow,1990,22
13,13015,Bartow,1991,6
13,13015,Bartow,1992,6
13,13015,Bartow,1993,25
13,13015,Bartow,1994,0
13,13015,Bartow,1995,25
13,13015,Bartow,1996,7
13,13015,Bartow,1997,8
13,13015,Bartow,1998,20
13,13015,Bartow,1999,27
13,13015,Bartow,2000,44
13,13015,Bartow,2001,3
13,13015,Bartow,2002,22
13,13015,Bartow,2003,1
13,13015,Bartow,2004,7
13,13015,Bartow,2005,13
13,13015,Bartow,2006,33
13,13015,Bartow,2007,76
13,13015,Bartow,2008,37
13,13015,Bartow,2009,80
13,13015,Bartow,2010,58
13,13015,Bartow,2011,89
13,13015,Bartow,2012,69
13,13015,Bartow,2013,14
13,13015,Bartow,2014,40
13,13015,Bartow,2015,46
13,13015,Bartow,2016,71
13,13015,Bartow,2017,19
13,13015,Bartow,2018,30
13,13015,Bartow,2019,49
13,13015,Bartow,2020,36
13,13015,Bartow,2021,19
13,13017,Ben Hill,1979,27
13,13017,Ben Hill,1980,74
13,13017,Ben Hill,1981,73
13,13017,Ben Hill,1982,16
13,13017,Ben Hill,1983,32
13,13017,Ben Hill,1984,14
13,13017,Ben Hill,1985,42
13,13017,Ben Hill,1986,67
13,13017,Ben Hill,1987,35
13,13017,Ben Hill,1988,41
13,13017,Ben Hill,1989,25
13,13017,Ben Hill,1990,83
13,13017,Ben Hill,1991,18
13,13017,Ben Hill,1992,14
13,13017,Ben Hill,1993,63
13,13017,Ben Hill,1994,2
13,13017,Ben Hill,1995,46
13,13017,Ben Hill,1996,46
13,13017,Ben Hill,1997,40
13,13017,Ben Hill,1998,78
13,13017,Ben Hill,1999,55
13,13017,Ben Hill,2000,69
13,13017,Ben Hill,2001,18
13,13017,Ben Hill,2002,54
13,13017,Ben Hill,2003,7
13,13017,Ben Hill,2004,56
13,13017,Ben Hill,2005,32
13,13017,Ben Hill,2006,80
13,13017,Ben Hill,2007,77
13,13017,Ben Hill,2008,68
13,13017,Ben Hill,2009,108
13,13017,Ben Hill,2010,101
13,13017,Ben Hill,2011,112
13,13017,Ben Hill,2012,78
13,13017,Ben Hill,2013,21
13,13017,Ben Hill,2014,96
13,13017,Ben Hill,2015,73
13,13017,Ben Hill,2016,94
13,13017,Ben Hill,2017,46
13,13017,Ben Hill,2018,50
13,13017,Ben Hill,2019,109
13,13017,Ben Hill,2020,67
13,13017,Ben Hill,2021,35
13,13019,Berrien,1979,24
13,13019,Berrien,1980,68
13,13019,Berrien,1981,72
13,13019,Berrien,1982,15
13,13019,Berrien,1983,28
13,13019,Berrien,1984,12
13,13019,Berrien,1985,40
13,13019,Berrien,1986,52
13,13019,Berrien,1987,31
13,13019,Berrien,1988,37
13,13019,Berrien,1989,31
13,13019,Berrien,1990,90
13,13019,Berrien,1991,10
13,13019,Berrien,1992,16
13,13019,Berrien,1993,64
13,13019,Berrien,1994,4
13,13019,Berrien,1995,44
13,13019,Berrien,1996,46
13,13019,Berrien,1997,37
13,13019,Berrien,1998,77
13,13019,Berrien,1999,47
13,13019,Berrien,2000,71
13,13019,Berrien,2001,18
13,13019,Berrien,2002,57
13,13019,Berrien,2003,11
13,13019,Berrien,2004,54
13,13019,Berrien,2005,34
13,13019,Berrien,2006,85
13,13019,Berrien,2007,87
13,13019,Berrien,2008,64
13,13019,Berrien,2009,112
13,13019,Berrien,2010,102
13,13019,Berrien,2011,117
13,13019,Berrien,2012,70
13,13019,Berrien,2013,30
13,13019,Berrien,2014,101
13,13019,Berrien,2015,74
13,13019,Berrien,2016,86
13,13019,Berrien,2017,53
13,13019,Berrien,2018,53
13,13019,Berrien,2019,99
13,13019,Berrien,2020,71
13,13019,Berrien,2021,45
13,13021,Bibb,1979,30
13,13021,Bibb,1980,85
13,13021,Bibb,1981,74
13,13021,Bibb,1982,16
13,13021,Bibb,1983,37
13,13021,Bibb,1984,15
13,13021,Bibb,1985,51
13,13021,Bibb,1986,74
13,13021,Bibb,1987,39
13,13021,Bibb,1988,58
13,13021,Bibb,1989,19
13,13021,Bibb,1990,72
13,13021,Bibb,1991,21
13,13021,Bibb,1992,18
13,13021,Bibb,1993,65
13,13021,Bibb,1994,3
13,13021,Bibb,1995,47
13,13021,Bibb,1996,31
13,13021,Bibb,1997,40
13,13021,Bibb,1998,66
13,13021,Bibb,1999,65
13,13021,Bibb,2000,83
13,13021,Bibb,2001,14
13,13021,Bibb,2002,65
13,13021,Bibb,2003,4
13,13021,Bibb,2004,53
13,13021,Bibb,2005,31
13,13021,Bibb,2006,80
13,13021,Bibb,2007,79
13,13021,Bibb,2008,70
13,13021,Bibb,2009,104
13,13021,Bibb,2010,99
13,13021,Bibb,2011,114
13,13021,Bibb,2012,88
13,13021,Bibb,2013,27
13,13021,Bibb,2014,106
13,13021,Bibb,2015,76
13,13021,Bibb,2016,98
13,13021,Bibb,2017,47
13,13021,Bibb,2018,87
13,13021,Bibb,2019,118
13,13021,Bibb,2020,66
13,13021,Bibb,2021,62
13,13023,Bleckley,1979,29
13,13023,Bleckley,1980,84
13,13023,Bleckley,1981,77
13,13023,Bleckley,1982,14
13,13023,Bleckley,1983,37
13,13023,Bleckley,1984,19
13,13023,Bleckley,1985,52
13,13023,Bleckley,1986,77
13,13023,Bleckley,1987,42
13,13023,Bleckley,1988,55
13,13023,Bleckley,1989,23
13,13023,Bleckley,1990,81
13,13023,Bleckley,1991,23
13,13023,Bleckley,1992,17
13,13023,Bleckley,1993,67
13,13023,Bleckley,1994,2
13,13023,Bleckley,1995,47
13,13023,Bleckley,1996,36
13,13023,Bleckley,1997,41
13,13023,Bleckley,1998,67
13,13023,Bleckley,1999,65
13,13023,Bleckley,2000,84
13,13023,Bleckley,2001,13
13,13023,Bleckley,2002,67
13,13023,Bleckley,2003,4
13,13023,Bleckley,2004,59
13,13023,Bleckley,2005,34
13,13023,Bleckley,2006,84
13,13023,Bleckley,2007,76
13,13023,Bleckley,2008,77
13,13023,Bleckley,2009,109
13,13023,Bleckley,2010,102
13,13023,Bleckley,2011,114
13,13023,Bleckley,2012,85
13,13023,Bleckley,2013,24
13,13023,Bleckley,2014,107
13,13023,Bleckley,2015,77
13,13023,Bleckley,2016,104
13,13023,Bleckley,2017,45
13,13023,Bleckley,2018,80
13,13023,Bleckley,2019,118
13,13023,Bleckley,2020,71
13,13023,Bleckley,2021,61
13,13025,Brantley,1979,24
13,13025,Brantley,1980,55
13,13025,Brantley,1981,60
13,13025,Brantley,1982,18
13,13025,Brantley,1983,29
13,13025,Brantley,1984,28
13,13025,Brantley,1985,30
13,13025,Brantley,1986,57
13,13025,Brantley,1987,40
13,13025,Brantley,1988,38
13,13025,Brantley,1989,38
13,13025,Brantley,1990,87
13,13025,Brantley,1991,22
13,13025,Brantley,1992,22
13,13025,Brantley,1993,58
13,13025,Brantley,1994,20
13,13025,Brantley,1995,39
13,13025,Brantley,1996,35
13,13025,Brantley,1997,32
13,13025,Brantley,1998,81
13,13025,Brantley,1999,48
13,13025,Brantley,2000,62
13,13025,Brantley,2001,32
13,13025,Brantley,2002,47
13,13025,Brantley,2003,17
13,13025,Brantley,2004,46
13,13025,Brantley,2005,46
13,13025,Brantley,2006,67
13,13025,Brantley,2007,63
13,13025,Brantley,2008,50
13,13025,Brantley,2009,100
13,13025,Brantley,2010,107
13,13025,Brantley,2011,114
13,13025,Brantley,2012,49
13,13025,Brantley,2013,32
13,13025,Brantley,2014,89
13,13025,Brantley,2015,65
13,13025,Brantley,2016,84
13,13025,Brantley,2017,60
13,13025,Brantley,2018,55
13,13025,Brantley,2019,89
13,13025,Brantley,2020,64
13,13025,Brantley,2021,42
13,13027,Brooks,1979,22
13,13027,Brooks,1980,54
13,13027,Brooks,1981,54
13,13027,Brooks,1982,18
13,13027,Brooks,1983,28
13,13027,Brooks,1984,11
13,13027,Brooks,1985,30
13,13027,Brooks,1986,44
13,13027,Brooks,1987,28
13,13027,Brooks,1988,27
13,13027,Brooks,1989,24
13,13027,Brooks,1990,73
13,13027,Brooks,1991,8
13,13027,Brooks,1992,16
13,13027,Brooks,1993,54
13,13027,Brooks,1994,4
13,13027,Brooks,1995,37
13,13027,Brooks,1996,36
13,13027,Brooks,1997,23
13,13027,Brooks,1998,70
13,13027,Brooks,1999,44
13,13027,Brooks,2000,76
13,13027,Brooks,2001,17
13,13027,Brooks,2002,50
13,13027,Brooks,2003,12
13,13027,Brooks,2004,42
13,13027,Brooks,2005,37
13,13027,Brooks,2006,67
13,13027,Brooks,2007,85
13,13027,Brooks,2008,49
13,13027,Brooks,2009,108
13,13027,Brooks,2010,91
13,13027,Brooks,2011,118
13,13027,Brooks,2012,63
13,13027,Brooks,2013,39
13,13027,Brooks,2014,91
13,13027,Brooks,2015,65
13,13027,Brooks,2016,76
13,13027,Brooks,2017,51
13,13027,Brooks,2018,54
13,13027,Brooks,2019,89
13,13027,Brooks,2020,70
13,13027,Brooks,2021,43
13,13029,Bryan,1979,28
13,13029,Bryan,1980,70
13,13029,Bryan,1981,59
13,13029,Bryan,1982,14
13,13029,Bryan,1983,38
13,13029,Bryan,1984,22
13,13029,Bryan,1985,29
13,13029,Bryan,1986,58
13,13029,Bryan,1987,37
13,13029,Bryan,1988,44
13,13029,Bryan,1989,31
13,13029,Bryan,1990,75
13,13029,Bryan,1991,22
13,13029,Bryan,1992,15
13,13029,Bryan,1993,65
13,13029,Bryan,1994,14
13,13029,Bryan,1995,35
13,13029,Bryan,1996,37
13,13029,Bryan,1997,24
13,13029,Bryan,1998,72
13,13029,Bryan,1999,46
13,13029,Bryan,2000,58
13,13029,Bryan,2001,27
13,13029,Bryan,2002,42
13,13029,Bryan,2003,6
13,13029,Bryan,2004,36
13,13029,Bryan,2005,28
13,13029,Bryan,2006,61
13,13029,Bryan,2007,54
13,13029,Bryan,2008,41
13,13029,Bryan,2009,90
13,13029,Bryan,2010,85
13,13029,Bryan,2011,107
13,13029,Bryan,2012,46
13,13029,Bryan,2013,13
13,13029,Bryan,2014,70
13,13029,Bryan,2015,57
13,13029,Bryan,2016,67
13,13029,Bryan,2017,36
13,13029,Bryan,2018,44
13,13029,Bryan,2019,85
13,13029,Bryan,2020,54
13,13029,Bryan,2021,38
13,13031,Bulloch,1979,30
13,13031,Bulloch,1980,82
13,13031,Bulloch,1981,67
13,13031,Bulloch,1982,17
13,13031,Bulloch,1983,46
13,13031,Bulloch,1984,26
13,13031,Bulloch,1985,40
13,13031,Bulloch,1986,70
13,13031,Bulloch,1987,45
13,13031,Bulloch,1988,56
13,13031,Bulloch,1989,29
13,13031,Bulloch,1990,82
13,13031,Bulloch,1991,25
13,13031,Bulloch,1992,16
13,13031,Bulloch,1993,77
13,13031,Bulloch,1994,13
13,13031,Bulloch,1995,41
13,13031,Bulloch,1996,45
13,13031,Bulloch,1997,29
13,13031,Bulloch,1998,81
13,13031,Bulloch,1999,61
13,13031,Bulloch,2000,71
13,13031,Bulloch,2001,36
13,13031,Bulloch,2002,61
13,13031,Bulloch,2003,10
13,13031,Bulloch,2004,50
13,13031,Bulloch,2005,43
13,13031,Bulloch,2006,77
13,13031,Bulloch,2007,71
13,13031,Bulloch,2008,63
13,13031,Bulloch,2009,111
13,13031,Bulloch,2010,102
13,13031,Bulloch,2011,115
13,13031,Bulloch,2012,56
13,13031,Bulloch,2013,19
13,13031,Bulloch,2014,94
13,13031,Bulloch,2015,78
13,13031,Bulloch,2016,83
13,13031,Bulloch,2017,51
13,13031,Bulloch,2018,56
13,13031,Bulloch,2019,109
13,13031,Bulloch,2020,70
13,13031,Bulloch,2021,40
13,13033,Burke,1979,28
13,13033,Burke,1980,82
13,13033,Burke,1981,65
13,13033,Burke,1982,18
13,13033,Burke,1983,42
13,13033,Burke,1984,23
13,13033,Burke,1985,44
13,13033,Burke,1986,76
13,13033,Burke,1987,49
13,13033,Burke,1988,61
13,13033,Burke,1989,30
13,13033,Burke,1990,77
13,13033,Burke,1991,26
13,13033,Burke,1992,17
13,13033,Burke,1993,70
13,13033,Burke,1994,12
13,13033,Burke,1995,40
13,13033,Burke,1996,31
13,13033,Burke,1997,34
13,13033,Burke,1998,75
13,13033,Burke,1999,62
13,13033,Burke,2000,74
13,13033,Burke,2001,35
13,13033,Burke,2002,67
13,13033,Burke,2003,7
13,13033,Burke,2004,48
13,13033,Burke,2005,46
13,13033,Burke,2006,73
13,13033,Burke,2007,79
13,13033,Burke,2008,72
13,13033,Burke,2009,110
13,13033,Burke,2010,98
13,13033,Burke,2011,113
13,13033,Burke,2012,69
13,13033,Burke,2013,21
13,13033,Burke,2014,94
13,13033,Burke,2015,77
13,13033,Burke,2016,81
13,13033,Burke,2017,64
13,13033,Burke,2018,83
13,13033,Burke,2019,111
13,13033,Burke,2020,64
13,13033,Burke,2021,52
13,13035,Butts,1979,21
13,13035,Butts,1980,50
13,13035,Butts,1981,46
13,13035,Butts,1982,8
13,13035,Butts,1983,28
13,13035,Butts,1984,7
13,13035,Butts,1985,23
13,13035,Butts,1986,61
13,13035,Butts,1987,23
13,13035,Butts,1988,51
13,13035,Butts,1989,7
13,13035,Butts,1990,38
13,13035,Butts,1991,17
13,13035,Butts,1992,8
13,13035,Butts,1993,40
13,13035,Butts,1994,1
13,13035,Butts,1995,31
13,13035,Butts,1996,14
13,13035,Butts,1997,13
13,13035,Butts,1998,38
13,13035,Butts,1999,51
13,13035,Butts,2000,63
13,13035,Butts,2001,10
13,13035,Butts,2002,49
13,13035,Butts,2003,1
13,13035,Butts,2004,19
13,13035,Butts,2005,17
13,13035,Butts,2006,49
13,13035,Butts,2007,72
13,13035,Butts,2008,58
13,13035,Butts,2009,91
13,13035,Butts,2010,84
13,13035,Butts,2011,103
13,13035,Butts,2012,82
13,13035,Butts,2013,18
13,13035,Butts,2014,85
13,13035,Butts,2015,57
13,13035,Butts,2016,85
13,13035,Butts,2017,38
13,13035,Butts,2018,55
13,13035,Butts,2019,83
13,13035,Butts,2020,47
13,13035,Butts,2021,36
13,13037,Calhoun,1979,33
13,13037,Calhoun,1980,63
13,13037,Calhoun,1981,64
13,13037,Calhoun,1982,19
13,13037,Calhoun,1983,29
13,13037,Calhoun,1984,16
13,13037,Calhoun,1985,30
13,13037,Calhoun,1986,76
13,13037,Calhoun,1987,34
13,13037,Calhoun,1988,37
13,13037,Calhoun,1989,19
13,13037,Calhoun,1990,75
13,13037,Calhoun,1991,15
13,13037,Calhoun,1992,20
13,13037,Calhoun,1993,62
13,13037,Calhoun,1994,5
13,13037,Calhoun,1995,52
13,13037,Calhoun,1996,38
13,13037,Calhoun,1997,32
13,13037,Calhoun,1998,79
13,13037,Calhoun,1999,54
13,13037,Calhoun,2000,89
13,13037,Calhoun,2001,16
13,13037,Calhoun,2002,54
13,13037,Calhoun,2003,10
13,13037,Calhoun,2004,42
13,13037,Calhoun,2005,35
13,13037,Calhoun,2006,79
13,13037,Calhoun,2007,92
13,13037,Calhoun,2008,54
13,13037,Calhoun,2009,107
13,13037,Calhoun,2010,99
13,13037,Calhoun,2011,117
13,13037,Calhoun,2012,89
13,13037,Calhoun,2013,36
13,13037,Calhoun,2014,94
13,13037,Calhoun,2015,76
13,13037,Calhoun,2016,94
13,13037,Calhoun,2017,40
13,13037,Calhoun,2018,62
13,13037,Calhoun,2019,109
13,13037,Calhoun,2020,77
13,13037,Calhoun,2021,53
13,13039,Camden,1979,20
13,13039,Camden,1980,40
13,13039,Camden,1981,56
13,13039,Camden,1982,16
13,13039,Camden,1983,26
13,13039,Camden,1984,18
13,13039,Camden,1985,21
13,13039,Camden,1986,39
13,13039,Camden,1987,29
13,13039,Camden,1988,21
13,13039,Camden,1989,33
13,13039,Camden,1990,73
13,13039,Camden,1991,15
13,13039,Camden,1992,20
13,13039,Camden,1993,48
13,13039,Camden,1994,14
13,13039,Camden,1995,31
13,13039,Camden,1996,32
13,13039,Camden,1997,23
13,13039,Camden,1998,74
13,13039,Camden,1999,40
13,13039,Camden,2000,52
13,13039,Camden,2001,26
13,13039,Camden,2002,32
13,13039,Camden,2003,12
13,13039,Camden,2004,40
13,13039,Camden,2005,35
13,13039,Camden,2006,48
13,13039,Camden,2007,44
13,13039,Camden,2008,39
13,13039,Camden,2009,80
13,13039,Camden,2010,85
13,13039,Camden,2011,103
13,13039,Camden,2012,41
13,13039,Camden,2013,18
13,13039,Camden,2014,61
13,13039,Camden,2015,49
13,13039,Camden,2016,71
13,13039,Camden,2017,44
13,13039,Camden,2018,40
13,13039,Camden,2019,60
13,13039,Camden,2020,44
13,13039,Camden,2021,23
13,13043,Candler,1979,29
13,13043,Candler,1980,85
13,13043,Candler,1981,71
13,13043,Candler,1982,18
13,13043,Candler,1983,49
13,13043,Candler,1984,27
13,13043,Candler,1985,40
13,13043,Candler,1986,72
13,13043,Candler,1987,45
13,13043,Candler,1988,56
13,13043,Candler,1989,29
13,13043,Candler,1990,80
13,13043,Candler,1991,25
13,13043,Candler,1992,17
13,13043,Candler,1993,76
13,13043,Candler,1994,13
13,13043,Candler,1995,45
13,13043,Candler,1996,48
13,13043,Candler,1997,37
13,13043,Candler,1998,81
13,13043,Candler,1999,62
13,13043,Candler,2000,73
13,13043,Candler,2001,29
13,13043,Candler,2002,61
13,13043,Candler,2003,10
13,13043,Candler,2004,51
13,13043,Candler,2005,41
13,13043,Candler,2006,78
13,13043,Candler,2007,71
13,13043,Candler,2008,66
13,13043,Candler,2009,111
13,13043,Candler,2010,101
13,13043,Candler,2011,116
13,13043,Candler,2012,59
13,13043,Candler,2013,21
13,13043,Candler,2014,99
13,13043,Candler,2015,77
13,13043,Candler,2016,85
13,13043,Candler,2017,52
13,13043,Candler,2018,68
13,13043,Candler,2019,116
13,13043,Candler,2020,71
13,13043,Candler,2021,45
13,13045,Carroll,1979,5
13,13045,Carroll,1980,30
13,13045,Carroll,1981,22
13,13045,Carroll,1982,1
13,13045,Carroll,1983,11
13,13045,Carroll,1984,1
13,13045,Carroll,1985,6
13,13045,Carroll,1986,48
13,13045,Carroll,1987,13
13,13045,Carroll,1988,26
13,13045,Carroll,1989,0
13,13045,Carroll,1990,19
13,13045,Carroll,1991,2
13,13045,Carroll,1992,5
13,13045,Carroll,1993,16
13,13045,Carroll,1994,0
13,13045,Carroll,1995,23
13,13045,Carroll,1996,5
13,13045,Carroll,1997,4
13,13045,Carroll,1998,14
13,13045,Carroll,1999,26
13,13045,Carroll,2000,48
13,13045,Carroll,2001,1
13,13045,Carroll,2002,18
13,13045,Carroll,2003,0
13,13045,Carroll,2004,6
13,13045,Carroll,2005,8
13,13045,Carroll,2006,30
