STATEFP,COUNTYFP,COUNTYNAME,year,heat_days
13,13301,Warren,1985,38
13,13301,Warren,1986,70
13,13301,Warren,1987,39
13,13301,Warren,1988,54
13,13301,Warren,1989,22
13,13301,Warren,1990,52
13,13301,Warren,1991,21
13,13301,Warren,1992,15
13,13301,Warren,1993,54
13,13301,Warren,1994,5
13,13301,Warren,1995,32
13,13301,Warren,1996,21
13,13301,Warren,1997,24
13,13301,Warren,1998,53
13,13301,Warren,1999,56
13,13301,Warren,2000,70
13,13301,Warren,2001,23
13,13301,Warren,2002,63
13,13301,Warren,2003,3
13,13301,Warren,2004,37
13,13301,Warren,2005,37
13,13301,Warren,2006,67
13,13301,Warren,2007,78
13,13301,Warren,2008,64
13,13301,Warren,2009,102
13,13301,Warren,2010,89
13,13301,Warren,2011,113
13,13301,Warren,2012,79
13,13301,Warren,2013,20
13,13301,Warren,2014,89
13,13301,Warren,2015,67
13,13301,Warren,2016,82
13,13301,Warren,2017,58
13,13301,Warren,2018,86
13,13301,Warren,2019,96
13,13301,Warren,2020,58
13,13301,Warren,2021,37
13,13303,Washington,1979,26
13,13303,Washington,1980,82
13,13303,Washington,1981,63
13,13303,Washington,1982,14
13,13303,Washington,1983,38
13,13303,Washington,1984,14
13,13303,Washington,1985,42
13,13303,Washington,1986,73
13,13303,Washington,1987,39
13,13303,Washington,1988,56
13,13303,Washington,1989,26
13,13303,Washington,1990,67
13,13303,Washington,1991,21
13,13303,Washington,1992,16
13,13303,Washington,1993,63
13,13303,Washington,1994,5
13,13303,Washington,1995,37
13,13303,Washington,1996,25
13,13303,Washington,1997,36
13,13303,Washington,1998,58
13,13303,Washington,1999,60
13,13303,Washington,2000,77
13,13303,Washington,2001,22
13,13303,Washington,2002,64
13,13303,Washington,2003,0
13,13303,Washington,2004,51
13,13303,Washington,2005,40
13,13303,Washington,2006,75
13,13303,Washington,2007,74
13,13303,Washington,2008,66
13,13303,Washington,2009,107
13,13303,Washington,2010,94
13,13303,Washington,2011,114
13,13303,Washington,2012,77
13,13303,Washington,2013,20
13,13303,Washington,2014,98
13,13303,Washington,2015,72
13,13303,Washington,2016,89
13,13303,Washington,2017,57
13,13303,Washington,2018,86
13,13303,Washington,2019,114
13,13303,Washington,2020,65
13,13303,Washington,2021,52
13,13305,Wayne,1979,29
13,13305,Wayne,1980,64
13,13305,Wayne,1981,69
13,13305,Wayne,1982,19
13,13305,Wayne,1983,38
13,13305,Wayne,1984,30
13,13305,Wayne,1985,36
13,13305,Wayne,1986,65
13,13305,Wayne,1987,46
13,13305,Wayne,1988,43
13,13305,Wayne,1989,39
13,13305,Wayne,1990,88
13,13305,Wayne,1991,32
13,13305,Wayne,1992,21
13,13305,Wayne,1993,65
13,13305,Wayne,1994,24
13,13305,Wayne,1995,40
13,13305,Wayne,1996,47
13,13305,Wayne,1997,35
13,13305,Wayne,1998,82
13,13305,Wayne,1999,57
13,13305,Wayne,2000,65
13,13305,Wayne,2001,31
13,13305,Wayne,2002,49
13,13305,Wayne,2003,18
13,13305,Wayne,2004,50
13,13305,Wayne,2005,50
13,13305,Wayne,2006,74
13,13305,Wayne,2007,66
13,13305,Wayne,2008,57
13,13305,Wayne,2009,104
13,13305,Wayne,2010,108
13,13305,Wayne,2011,117
13,13305,Wayne,2012,60
13,13305,Wayne,2013,36
13,13305,Wayne,2014,92
13,13305,Wayne,2015,74
13,13305,Wayne,2016,89
13,13305,Wayne,2017,64
13,13305,Wayne,2018,68
13,13305,Wayne,2019,99
13,13305,Wayne,2020,71
13,13305,Wayne,2021,51
13,13307,Webster,1979,26
13,13307,Webster,1980,59
13,13307,Webster,1981,63
13,13307,Webster,1982,14
13,13307,Webster,1983,25
13,13307,Webster,1984,10
13,13307,Webster,1985,29
13,13307,Webster,1986,70
13,13307,Webster,1987,30
13,13307,Webster,1988,39
13,13307,Webster,1989,12
13,13307,Webster,1990,65
13,13307,Webster,1991,14
13,13307,Webster,1992,17
13,13307,Webster,1993,54
13,13307,Webster,1994,1
13,13307,Webster,1995,50
13,13307,Webster,1996,24
13,13307,Webster,1997,24
13,13307,Webster,1998,63
13,13307,Webster,1999,54
13,13307,Webster,2000,80
13,13307,Webster,2001,15
13,13307,Webster,2002,42
13,13307,Webster,2003,5
13,13307,Webster,2004,27
13,13307,Webster,2005,27
13,13307,Webster,2006,73
13,13307,Webster,2007,80
13,13307,Webster,2008,45
13,13307,Webster,2009,102
13,13307,Webster,2010,94
13,13307,Webster,2011,115
13,13307,Webster,2012,88
13,13307,Webster,2013,29
13,13307,Webster,2014,88
13,13307,Webster,2015,61
13,13307,Webster,2016,94
13,13307,Webster,2017,29
13,13307,Webster,2018,49
13,13307,Webster,2019,96
13,13307,Webster,2020,71
13,13307,Webster,2021,38
13,13309,Wheeler,1979,32
13,13309,Wheeler,1980,88
13,13309,Wheeler,1981,79
13,13309,Wheeler,1982,19
13,13309,Wheeler,1983,47
13,13309,Wheeler,1984,28
13,13309,Wheeler,1985,48
13,13309,Wheeler,1986,82
13,13309,Wheeler,1987,49
13,13309,Wheeler,1988,58
13,13309,Wheeler,1989,35
13,13309,Wheeler,1990,92
13,13309,Wheeler,1991,26
13,13309,Wheeler,1992,19
13,13309,Wheeler,1993,80
13,13309,Wheeler,1994,9
13,13309,Wheeler,1995,51
13,13309,Wheeler,1996,52
13,13309,Wheeler,1997,46
13,13309,Wheeler,1998,85
13,13309,Wheeler,1999,77
13,13309,Wheeler,2000,83
13,13309,Wheeler,2001,27
13,13309,Wheeler,2002,69
13,13309,Wheeler,2003,12
13,13309,Wheeler,2004,63
13,13309,Wheeler,2005,48
13,13309,Wheeler,2006,89
13,13309,Wheeler,2007,83
13,13309,Wheeler,2008,75
13,13309,Wheeler,2009,111
13,13309,Wheeler,2010,105
13,13309,Wheeler,2011,120
13,13309,Wheeler,2012,81
13,13309,Wheeler,2013,29
13,13309,Wheeler,2014,100
13,13309,Wheeler,2015,82
13,13309,Wheeler,2016,100
13,13309,Wheeler,2017,62
13,13309,Wheeler,2018,75
13,13309,Wheeler,2019,120
13,13309,Wheeler,2020,73
13,13309,Wheeler,2021,59
13,13311,White,1979,0
13,13311,White,1980,11
13,13311,White,1981,0
13,13311,White,1982,0
13,13311,White,1983,6
13,13311,White,1984,0
13,13311,White,1985,0
13,13311,White,1986,19
13,13311,White,1987,0
13,13311,White,1988,10
13,13311,White,1989,0
13,13311,White,1990,0
13,13311,White,1991,0
13,13311,White,1992,0
13,13311,White,1993,4
13,13311,White,1994,0
13,13311,White,1995,6
13,13311,White,1996,0
13,13311,White,1997,2
13,13311,White,1998,0
13,13311,White,1999,5
13,13311,White,2000,4
13,13311,White,2001,0
13,13311,White,2002,1
13,13311,White,2003,0
13,13311,White,2004,0
13,13311,White,2005,2
13,13311,White,2006,3
13,13311,White,2007,28
13,13311,White,2008,9
13,13311,White,2009,27
13,13311,White,2010,8
13,13311,White,2011,28
13,13311,White,2012,16
13,13311,White,2013,0
13,13311,White,2014,3
13,13311,White,2015,6
13,13311,White,2016,5
13,13311,White,2017,1
13,13311,White,2018,1
13,13311,White,2019,1
13,13311,White,2020,0
13,13311,White,2021,2
13,13313,Whitfield,1979,4
13,13313,Whitfield,1980,33
13,13313,Whitfield,1981,16
13,13313,Whitfield,1982,3
13,13313,Whitfield,1983,13
13,13313,Whitfield,1984,0
13,13313,Whitfield,1985,10
13,13313,Whitfield,1986,45
13,13313,Whitfield,1987,16
13,13313,Whitfield,1988,34
13,13313,Whitfield,1989,0
13,13313,Whitfield,1990,12
13,13313,Whitfield,1991,4
13,13313,Whitfield,1992,5
13,13313,Whitfield,1993,24
13,13313,Whitfield,1994,0
13,13313,Whitfield,1995,24
13,13313,Whitfield,1996,7
13,13313,Whitfield,1997,7
13,13313,Whitfield,1998,17
13,13313,Whitfield,1999,26
13,13313,Whitfield,2000,29
13,13313,Whitfield,2001,2
13,13313,Whitfield,2002,16
13,13313,Whitfield,2003,0
13,13313,Whitfield,2004,3
13,13313,Whitfield,2005,11
13,13313,Whitfield,2006,32
13,13313,Whitfield,2007,73
13,13313,Whitfield,2008,31
13,13313,Whitfield,2009,70
13,13313,Whitfield,2010,51
13,13313,Whitfield,2011,72
13,13313,Whitfield,2012,47
13,13313,Whitfield,2013,2
13,13313,Whitfield,2014,19
13,13313,Whitfield,2015,40
13,13313,Whitfield,2016,73
13,13313,Whitfield,2017,12
13,13313,Whitfield,2018,20
13,13313,Whitfield,2019,41
13,13313,Whitfield,2020,19
13,13313,Whitfield,2021,12
13,13315,Wilcox,1979,32
13,13315,Wilcox,1980,81
13,13315,Wilcox,1981,78
13,13315,Wilcox,1982,18
13,13315,Wilcox,1983,39
13,13315,Wilcox,1984,19
13,13315,Wilcox,1985,49
13,13315,Wilcox,1986,79
13,13315,Wilcox,1987,38
13,13315,Wilcox,1988,50
13,13315,Wilcox,1989,26
13,13315,Wilcox,1990,86
13,13315,Wilcox,1991,23
13,13315,Wilcox,1992,17
13,13315,Wilcox,1993,68
13,13315,Wilcox,1994,2
13,13315,Wilcox,1995,49
13,13315,Wilcox,1996,46
13,13315,Wilcox,1997,38
13,13315,Wilcox,1998,77
13,13315,Wilcox,1999,62
13,13315,Wilcox,2000,80
13,13315,Wilcox,2001,20
13,13315,Wilcox,2002,62
13,13315,Wilcox,2003,9
13,13315,Wilcox,2004,60
13,13315,Wilcox,2005,39
13,13315,Wilcox,2006,84
13,13315,Wilcox,2007,77
13,13315,Wilcox,2008,70
13,13315,Wilcox,2009,110
13,13315,Wilcox,2010,106
13,13315,Wilcox,2011,114
13,13315,Wilcox,2012,83
13,13315,Wilcox,2013,27
13,13315,Wilcox,2014,104
13,13315,Wilcox,2015,77
13,13315,Wilcox,2016,100
13,13315,Wilcox,2017,47
13,13315,Wilcox,2018,62
13,13315,Wilcox,2019,115
13,13315,Wilcox,2020,72
13,13315,Wilcox,2021,46
13,13317,Wilkes,1979,24
13,13317,Wilkes,1980,63
13,13317,Wilkes,1981,49
13,13317,Wilkes,1982,9
13,13317,Wilkes,1983,32
13,13317,Wilkes,1984,6
13,13317,Wilkes,1985,36
13,13317,Wilkes,1986,70
13,13317,Wilkes,1987,41
13,13317,Wilkes,1988,60
13,13317,Wilkes,1989,20
13,13317,Wilkes,1990,44
13,13317,Wilkes,1991,21
13,13317,Wilkes,1992,16
13,13317,Wilkes,1993,54
13,13317,Wilkes,1994,5
13,13317,Wilkes,1995,32
13,13317,Wilkes,1996,18
13,13317,Wilkes,1997,24
13,13317,Wilkes,1998,46
13,13317,Wilkes,1999,54
13,13317,Wilkes,2000,65
13,13317,Wilkes,2001,24
13,13317,Wilkes,2002,63
13,13317,Wilkes,2003,4
13,13317,Wilkes,2004,32
13,13317,Wilkes,2005,34
13,13317,Wilkes,2006,64
13,13317,Wilkes,2007,89
13,13317,Wilkes,2008,66
13,13317,Wilkes,2009,100
13,13317,Wilkes,2010,85
13,13317,Wilkes,2011,109
13,13317,Wilkes,2012,80
13,13317,Wilkes,2013,18
13,13317,Wilkes,2014,86
13,13317,Wilkes,2015,64
13,13317,Wilkes,2016,82
13,13317,Wilkes,2017,55
13,13317,Wilkes,2018,72
13,13317,Wilkes,2019,85
13,13317,Wilkes,2020,53
13,13317,Wilkes,2021,38
13,13319,Wilkinson,1979,29
13,13319,Wilkinson,1980,82
13,13319,Wilkinson,1981,70
13,13319,Wilkinson,1982,14
13,13319,Wilkinson,1983,38
13,13319,Wilkinson,1984,13
13,13319,Wilkinson,1985,49
13,13319,Wilkinson,1986,75
13,13319,Wilkinson,1987,41
13,13319,Wilkinson,1988,59
13,13319,Wilkinson,1989,21
13,13319,Wilkinson,1990,69
13,13319,Wilkinson,1991,23
13,13319,Wilkinson,1992,17
13,13319,Wilkinson,1993,66
13,13319,Wilkinson,1994,5
13,13319,Wilkinson,1995,43
13,13319,Wilkinson,1996,27
13,13319,Wilkinson,1997,40
13,13319,Wilkinson,1998,62
13,13319,Wilkinson,1999,62
13,13319,Wilkinson,2000,83
13,13319,Wilkinson,2001,18
13,13319,Wilkinson,2002,69
13,13319,Wilkinson,2003,2
13,13319,Wilkinson,2004,54
13,13319,Wilkinson,2005,37
13,13319,Wilkinson,2006,80
13,13319,Wilkinson,2007,76
13,13319,Wilkinson,2008,72
13,13319,Wilkinson,2009,105
13,13319,Wilkinson,2010,98
13,13319,Wilkinson,2011,116
13,13319,Wilkinson,2012,86
13,13319,Wilkinson,2013,22
13,13319,Wilkinson,2014,103
13,13319,Wilkinson,2015,73
13,13319,Wilkinson,2016,97
13,13319,Wilkinson,2017,56
13,13319,Wilkinson,2018,87
13,13319,Wilkinson,2019,119
13,13319,Wilkinson,2020,70
13,13319,Wilkinson,2021,68
13,13321,Worth,1979,21
13,13321,Worth,1980,62
13,13321,Worth,1981,68
13,13321,Worth,1982,13
13,13321,Worth,1983,28
13,13321,Worth,1984,10
13,13321,Worth,1985,32
13,13321,Worth,1986,63
13,13321,Worth,1987,27
13,13321,Worth,1988,31
13,13321,Worth,1989,20
13,13321,Worth,1990,77
13,13321,Worth,1991,10
13,13321,Worth,1992,14
13,13321,Worth,1993,53
13,13321,Worth,1994,2
13,13321,Worth,1995,41
13,13321,Worth,1996,35
13,13321,Worth,1997,31
13,13321,Worth,1998,73
13,13321,Worth,1999,59
13,13321,Worth,2000,81
13,13321,Worth,2001,12
13,13321,Worth,2002,53
13,13321,Worth,2003,5
13,13321,Worth,2004,45
13,13321,Worth,2005,27
13,13321,Worth,2006,80
13,13321,Worth,2007,83
13,13321,Worth,2008,57
13,13321,Worth,2009,109
13,13321,Worth,2010,99
13,13321,Worth,2011,115
13,13321,Worth,2012,79
13,13321,Worth,2013,25
13,13321,Worth,2014,98
13,13321,Worth,2015,67
13,13321,Worth,2016,90
13,13321,Worth,2017,37
13,13321,Worth,2018,46
13,13321,Worth,2019,96
13,13321,Worth,2020,72
13,13321,Worth,2021,37
