STATEFP,COUNTYFP,COUNTYNAME,period,scenario,extra_heat_days
13,13275,Thomas,2099,low,54
13,13275,Thomas,2099,high,85
13,13277,Tift,2045,low,30
13,13277,Tift,2045,high,32
13,13277,Tift,2065,low,43
13,13277,Tift,2065,high,52
13,13277,Tift,2099,low,54
13,13277,Tift,2099,high,85
13,13279,Toombs,2045,low,29
13,13279,Toombs,2045,high,31
13,13279,Toombs,2065,low,41
13,13279,Toombs,2065,high,49
13,13279,Toombs,2099,low,50
13,13279,Toombs,2099,high,78
13,13281,Towns,2045,low,11
13,13281,Towns,2045,high,14
13,13281,Towns,2065,low,20
13,13281,Towns,2065,high,28
13,13281,Towns,2099,low,28
13,13281,Towns,2099,high,65
13,13283,Treutlen,2045,low,27
13,13283,Treutlen,2045,high,29
13,13283,Treutlen,2065,low,39
13,13283,Treutlen,2065,high,46
13,13283,Treutlen,2099,low,48
13,13283,Treutlen,2099,high,76
13,13285,Troup,2045,low,31
13,13285,Troup,2045,high,33
13,13285,Troup,2065,low,44
13,13285,Troup,2065,high,54
13,13285,Troup,2099,low,55
13,13285,Troup,2099,high,88
13,13287,Turner,2045,low,30
13,13287,Turner,2045,high,32
13,13287,Turner,2065,low,42
13,13287,Turner,2065,high,49
13,13287,Turner,2099,low,51
13,13287,Turner,2099,high,80
13,13289,Twiggs,2045,low,29
13,13289,Twiggs,2045,high,31
13,13289,Twiggs,2065,low,42
13,13289,Twiggs,2065,high,50
13,13289,Twiggs,2099,low,52
13,13289,Twiggs,2099,high,81
13,13291,Union,2045,low,14
13,13291,Union,2045,high,16
13,13291,Union,2065,low,23
13,13291,Union,2065,high,32
13,13291,Union,2099,low,32
13,13291,Union,2099,high,69
13,13293,Upson,2045,low,30
13,13293,Upson,2045,high,32
13,13293,Upson,2065,low,43
13,13293,Upson,2065,high,52
13,13293,Upson,2099,low,53
13,13293,Upson,2099,high,84
13,13295,Walker,2045,low,26
13,13295,Walker,2045,high,29
13,13295,Walker,2065,low,40
13,13295,Walker,2065,high,50
13,13295,Walker,2099,low,50
13,13295,Walker,2099,high,83
13,13297,Walton,2045,low,28
13,13297,Walton,2045,high,31
13,13297,Walton,2065,low,42
13,13297,Walton,2065,high,51
13,13297,Walton,2099,low,53
13,13297,Walton,2099,high,84
13,13299,Ware,2045,low,30
13,13299,Ware,2045,high,32
13,13299,Ware,2065,low,42
13,13299,Ware,2065,high,50
13,13299,Ware,2099,low,51
13,13299,Ware,2099,high,81
13,13301,Warren,2045,low,30
13,13301,Warren,2045,high,32
13,13301,Warren,2065,low,42
13,13301,Warren,2065,high,51
13,13301,Warren,2099,low,52
13,13301,Warren,2099,high,82
13,13303,Washington,2045,low,30
13,13303,Washington,2045,high,33
13,13303,Washington,2065,low,43
13,13303,Washington,2065,high,52
13,13303,Washington,2099,low,53
13,13303,Washington,2099,high,83
13,13305,Wayne,2045,low,29
13,13305,Wayne,2045,high,32
13,13305,Wayne,2065,low,43
13,13305,Wayne,2065,high,52
13,13305,Wayne,2099,low,53
13,13305,Wayne,2099,high,86
13,13307,Webster,2045,low,29
13,13307,Webster,2045,high,32
13,13307,Webster,2065,low,42
13,13307,Webster,2065,high,50
13,13307,Webster,2099,low,53
13,13307,Webster,2099,high,84
13,13309,Wheeler,2045,low,28
13,13309,Wheeler,2045,high,29
13,13309,Wheeler,2065,low,39
13,13309,Wheeler,2065,high,47
13,13309,Wheeler,2099,low,48
13,13309,Wheeler,2099,high,77
13,13311,White,2045,low,20
13,13311,White,2045,high,23
13,13311,White,2065,low,32
13,13311,White,2065,high,43
13,13311,White,2099,low,44
13,13311,White,2099,high,80
13,13313,Whitfield,2045,low,26
13,13313,Whitfield,2045,high,29
13,13313,Whitfield,2065,low,39
13,13313,Whitfield,2065,high,49
13,13313,Whitfield,2099,low,50
13,13313,Whitfield,2099,high,83
13,13315,Wilcox,2045,low,27
13,13315,Wilcox,2045,high,28
13,13315,Wilcox,2065,low,38
13,13315,Wilcox,2065,high,44
13,13315,Wilcox,2099,low,46
13,13315,Wilcox,2099,high,74
13,13317,Wilkes,2045,low,29
13,13317,Wilkes,2045,high,32
13,13317,Wilkes,2065,low,42
13,13317,Wilkes,2065,high,51
13,13317,Wilkes,2099,low,52
13,13317,Wilkes,2099,high,81
13,13319,Wilkinson,2045,low,29
13,13319,Wilkinson,2045,high,31
13,13319,Wilkinson,2065,low,42
13,13319,Wilkinson,2065,high,50
13,13319,Wilkinson,2099,low,51
13,13319,Wilkinson,2099,high,81
13,13321,Worth,2045,low,30
13,13321,Worth,2045,high,32
13,13321,Worth,2065,low,43
13,13321,Worth,2065,high,51
13,13321,Worth,2099,low,52
13,13321,Worth,2099,high,83
