"StateFIPS","State","CountyFIPS","County","Year","Value","Data Comment","Heat Metric","Absolute Threshold"
"13","Georgia","13081","Crisp","1995","50","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13081","Crisp","1996","38","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13081","Crisp","1997","30","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13081","Crisp","1998","74","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13081","Crisp","1999","65","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13081","Crisp","2000","83","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13081","Crisp","2001","19","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13081","Crisp","2002","61","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13081","Crisp","2003","10","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13081","Crisp","2004","46","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13081","Crisp","2005","35","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13081","Crisp","2006","83","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13081","Crisp","2007","82","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13081","Crisp","2008","72","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13081","Crisp","2009","109","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13081","Crisp","2010","105","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13081","Crisp","2011","116","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13081","Crisp","2012","87","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13081","Crisp","2013","30","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13081","Crisp","2014","103","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13081","Crisp","2015","75","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13081","Crisp","2016","102","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13081","Crisp","2017","40","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13081","Crisp","2018","60","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13081","Crisp","2019","110","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13081","Crisp","2020","73","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13081","Crisp","2021","44","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","1979","2","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","1980","20","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","1981","5","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","1982","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","1983","6","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","1984","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","1985","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","1986","22","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","1987","2","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","1988","18","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","1989","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","1990","5","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","1991","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","1992","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","1993","5","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","1994","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","1995","10","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","1996","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","1997","4","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","1998","6","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","1999","11","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","2000","11","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","2001","1","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","2002","6","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","2003","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","2004","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","2005","5","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","2006","24","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","2007","55","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","2008","17","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","2009","45","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","2010","26","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","2011","47","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","2012","34","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","2013","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","2014","7","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","2015","19","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","2016","33","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","2017","3","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","2018","2","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","2019","19","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","2020","2","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13083","Dade","2021","3","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","1979","2","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","1980","15","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","1981","4","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","1982","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","1983","7","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","1984","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","1985","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","1986","29","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","1987","1","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","1988","15","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","1989","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","1990","2","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","1991","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","1992","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","1993","8","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","1994","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","1995","7","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","1996","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","1997","2","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","1998","4","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","1999","9","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","2000","8","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","2001","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","2002","7","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","2003","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","2004","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","2005","3","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","2006","10","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","2007","33","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","2008","12","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","2009","39","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","2010","14","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","2011","51","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","2012","28","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","2013","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","2014","11","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","2015","14","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","2016","16","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","2017","1","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","2018","1","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","2019","5","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","2020","2","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13085","Dawson","2021","4","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","1979","22","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","1980","60","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","1981","61","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","1982","18","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","1983","26","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","1984","15","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","1985","27","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","1986","68","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","1987","27","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","1988","29","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","1989","20","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","1990","76","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","1991","14","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","1992","14","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","1993","60","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","1994","5","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","1995","43","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","1996","34","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","1997","28","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","1998","80","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","1999","53","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","2000","89","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","2001","19","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","2002","56","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","2003","9","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","2004","49","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","2005","41","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","2006","84","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","2007","100","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","2008","49","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","2009","109","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","2010","98","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","2011","123","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","2012","85","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","2013","49","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","2014","95","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","2015","73","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","2016","81","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","2017","43","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","2018","54","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","2019","102","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","2020","79","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13087","Decatur","2021","42","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","1979","12","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","1980","35","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","1981","31","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","1982","2","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","1983","21","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","1984","2","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","1985","11","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","1986","51","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","1987","18","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","1988","33","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","1989","2","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","1990","27","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","1991","6","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","1992","6","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","1993","26","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","1994","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","1995","27","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","1996","11","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","1997","8","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","1998","28","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","1999","38","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","2000","45","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","2001","5","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","2002","30","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","2003","0","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","2004","9","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","2005","11","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","2006","32","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","2007","59","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","2008","38","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","2009","80","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","2010","56","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","2011","91","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","2012","69","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","2013","13","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","2014","58","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","2015","46","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","2016","64","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","2017","16","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","2018","29","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","2019","51","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","2020","36","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13089","DeKalb","2021","19","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13091","Dodge","1979","29","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13091","Dodge","1980","81","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13091","Dodge","1981","80","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13091","Dodge","1982","17","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13091","Dodge","1983","39","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13091","Dodge","1984","18","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13091","Dodge","1985","49","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13091","Dodge","1986","78","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13091","Dodge","1987","43","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13091","Dodge","1988","52","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13091","Dodge","1989","25","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13091","Dodge","1990","85","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13091","Dodge","1991","24","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13091","Dodge","1992","16","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13091","Dodge","1993","70","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13091","Dodge","1994","2","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13091","Dodge","1995","46","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13091","Dodge","1996","38","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13091","Dodge","1997","42","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13091","Dodge","1998","69","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13091","Dodge","1999","64","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13091","Dodge","2000","79","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13091","Dodge","2001","18","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13091","Dodge","2002","64","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13091","Dodge","2003","9","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13091","Dodge","2004","58","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13091","Dodge","2005","38","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13091","Dodge","2006","83","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13091","Dodge","2007","74","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13091","Dodge","2008","73","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13091","Dodge","2009","109","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13091","Dodge","2010","103","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13091","Dodge","2011","115","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13091","Dodge","2012","82","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13091","Dodge","2013","22","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13091","Dodge","2014","104","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
"13","Georgia","13091","Dodge","2015","79","","Heat Metric: Daily Maximum Temperature","Absolute Threshold: 90 degrees F"
