"StateFIPS","State","CountyFIPS","County","Start Year","End Year","Value","Data Comment","Emissions Scenario","Absolute Threshold"
"13","Georgia","13139","Hall","2016","2045","25","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13139","Hall","2016","2045","28","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13139","Hall","2036","2065","38","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13139","Hall","2036","2065","48","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13139","Hall","2070","2099","48","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13139","Hall","2070","2099","82","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13141","Hancock","2016","2045","31","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13141","Hancock","2016","2045","33","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13141","Hancock","2036","2065","43","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13141","Hancock","2036","2065","51","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13141","Hancock","2070","2099","53","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13141","Hancock","2070","2099","82","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13143","Haralson","2016","2045","26","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13143","Haralson","2016","2045","29","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13143","Haralson","2036","2065","40","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13143","Haralson","2036","2065","50","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13143","Haralson","2070","2099","52","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13143","Haralson","2070","2099","87","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13145","Harris","2016","2045","30","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13145","Harris","2016","2045","33","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13145","Harris","2036","2065","44","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13145","Harris","2036","2065","53","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13145","Harris","2070","2099","55","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13145","Harris","2070","2099","86","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13147","Hart","2016","2045","25","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13147","Hart","2016","2045","27","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13147","Hart","2036","2065","37","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13147","Hart","2036","2065","46","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13147","Hart","2070","2099","46","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13147","Hart","2070","2099","78","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13149","Heard","2016","2045","30","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13149","Heard","2016","2045","33","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13149","Heard","2036","2065","44","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13149","Heard","2036","2065","53","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13149","Heard","2070","2099","55","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13149","Heard","2070","2099","87","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13151","Henry","2016","2045","29","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13151","Henry","2016","2045","32","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13151","Henry","2036","2065","43","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13151","Henry","2036","2065","52","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13151","Henry","2070","2099","53","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13151","Henry","2070","2099","86","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13153","Houston","2016","2045","29","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13153","Houston","2016","2045","31","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13153","Houston","2036","2065","42","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13153","Houston","2036","2065","50","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13153","Houston","2070","2099","51","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13153","Houston","2070","2099","80","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13155","Irwin","2016","2045","28","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13155","Irwin","2016","2045","30","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13155","Irwin","2036","2065","40","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13155","Irwin","2036","2065","48","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13155","Irwin","2070","2099","49","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13155","Irwin","2070","2099","78","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13157","Jackson","2016","2045","27","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13157","Jackson","2016","2045","30","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13157","Jackson","2036","2065","41","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13157","Jackson","2036","2065","51","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13157","Jackson","2070","2099","52","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13157","Jackson","2070","2099","84","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13159","Jasper","2016","2045","28","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13159","Jasper","2016","2045","31","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13159","Jasper","2036","2065","42","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13159","Jasper","2036","2065","50","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13159","Jasper","2070","2099","52","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13159","Jasper","2070","2099","83","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13161","Jeff Davis","2016","2045","30","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13161","Jeff Davis","2016","2045","32","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13161","Jeff Davis","2036","2065","43","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13161","Jeff Davis","2036","2065","51","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13161","Jeff Davis","2070","2099","52","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13161","Jeff Davis","2070","2099","82","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13163","Jefferson","2016","2045","30","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13163","Jefferson","2016","2045","32","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13163","Jefferson","2036","2065","43","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13163","Jefferson","2036","2065","51","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13163","Jefferson","2070","2099","52","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13163","Jefferson","2070","2099","82","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13165","Jenkins","2016","2045","28","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13165","Jenkins","2016","2045","29","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13165","Jenkins","2036","2065","39","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13165","Jenkins","2036","2065","47","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13165","Jenkins","2070","2099","49","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13165","Jenkins","2070","2099","78","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13167","Johnson","2016","2045","29","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13167","Johnson","2016","2045","31","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13167","Johnson","2036","2065","41","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13167","Johnson","2036","2065","49","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13167","Johnson","2070","2099","50","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13167","Johnson","2070","2099","78","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13169","Jones","2016","2045","30","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13169","Jones","2016","2045","33","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13169","Jones","2036","2065","43","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13169","Jones","2036","2065","51","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13169","Jones","2070","2099","53","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13169","Jones","2070","2099","83","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13171","Lamar","2016","2045","32","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13171","Lamar","2016","2045","35","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13171","Lamar","2036","2065","45","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13171","Lamar","2036","2065","54","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13171","Lamar","2070","2099","56","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13171","Lamar","2070","2099","87","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13173","Lanier","2016","2045","30","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13173","Lanier","2016","2045","32","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13173","Lanier","2036","2065","42","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13173","Lanier","2036","2065","49","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13173","Lanier","2070","2099","50","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13173","Lanier","2070","2099","80","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13175","Laurens","2016","2045","28","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13175","Laurens","2016","2045","29","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13175","Laurens","2036","2065","39","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13175","Laurens","2036","2065","46","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13175","Laurens","2070","2099","48","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13175","Laurens","2070","2099","75","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13177","Lee","2016","2045","28","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13177","Lee","2016","2045","30","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13177","Lee","2036","2065","40","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13177","Lee","2036","2065","47","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13177","Lee","2070","2099","49","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13177","Lee","2070","2099","79","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13179","Liberty","2016","2045","29","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13179","Liberty","2016","2045","31","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13179","Liberty","2036","2065","42","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13179","Liberty","2036","2065","50","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13179","Liberty","2070","2099","51","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13179","Liberty","2070","2099","82","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13181","Lincoln","2016","2045","28","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13181","Lincoln","2016","2045","30","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13181","Lincoln","2036","2065","39","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13181","Lincoln","2036","2065","48","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13181","Lincoln","2070","2099","49","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13181","Lincoln","2070","2099","77","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13183","Long","2016","2045","30","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13183","Long","2016","2045","32","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13183","Long","2036","2065","42","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13183","Long","2036","2065","51","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13183","Long","2070","2099","52","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13183","Long","2070","2099","83","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13185","Lowndes","2016","2045","31","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13185","Lowndes","2016","2045","33","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13185","Lowndes","2036","2065","44","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13185","Lowndes","2036","2065","52","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13185","Lowndes","2070","2099","53","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13185","Lowndes","2070","2099","83","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13187","Lumpkin","2016","2045","23","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13187","Lumpkin","2016","2045","26","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13187","Lumpkin","2036","2065","36","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13187","Lumpkin","2036","2065","47","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13187","Lumpkin","2070","2099","47","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13187","Lumpkin","2070","2099","83","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13193","Macon","2016","2045","30","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13193","Macon","2016","2045","32","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13193","Macon","2036","2065","43","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13193","Macon","2036","2065","51","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13193","Macon","2070","2099","53","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13193","Macon","2070","2099","82","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13195","Madison","2016","2045","26","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13195","Madison","2016","2045","29","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13195","Madison","2036","2065","39","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13195","Madison","2036","2065","49","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13195","Madison","2070","2099","50","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13195","Madison","2070","2099","83","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13197","Marion","2016","2045","31","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13197","Marion","2016","2045","33","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13197","Marion","2036","2065","44","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13197","Marion","2036","2065","53","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13197","Marion","2070","2099","55","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13197","Marion","2070","2099","86","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13189","McDuffie","2016","2045","29","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13189","McDuffie","2016","2045","31","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13189","McDuffie","2036","2065","42","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13189","McDuffie","2036","2065","50","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13189","McDuffie","2070","2099","52","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13189","McDuffie","2070","2099","81","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13191","McIntosh","2016","2045","29","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13191","McIntosh","2016","2045","32","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13191","McIntosh","2036","2065","43","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13191","McIntosh","2036","2065","53","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13191","McIntosh","2070","2099","53","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13191","McIntosh","2070","2099","84","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13199","Meriwether","2016","2045","29","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13199","Meriwether","2016","2045","32","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13199","Meriwether","2036","2065","43","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13199","Meriwether","2036","2065","52","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13199","Meriwether","2070","2099","54","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13199","Meriwether","2070","2099","87","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13201","Miller","2016","2045","29","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13201","Miller","2016","2045","31","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13201","Miller","2036","2065","41","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13201","Miller","2036","2065","49","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13201","Miller","2070","2099","50","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13201","Miller","2070","2099","80","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13205","Mitchell","2016","2045","29","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13205","Mitchell","2016","2045","31","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13205","Mitchell","2036","2065","41","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13205","Mitchell","2036","2065","49","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13205","Mitchell","2070","2099","51","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13205","Mitchell","2070","2099","81","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13207","Monroe","2016","2045","32","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13207","Monroe","2016","2045","34","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13207","Monroe","2036","2065","45","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13207","Monroe","2036","2065","53","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13207","Monroe","2070","2099","54","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13207","Monroe","2070","2099","84","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13209","Montgomery","2016","2045","28","","Emissions Scenario: Low Emissions (RCP 4.5)","Absolute Threshold: 90 degrees F"
"13","Georgia","13209","Montgomery","2016","2045","30","","Emissions Scenario: High Emissions (RCP 8.5)","Absolute Threshold: 90 degrees F"
